Mfr Name,Division,Carline,Hybrid ,Cyl,CityFE,HWYFE,CombFE,Transmission,Gears,DriveDesc,AnnualFuelCost,Type,FERating,GHGRating,SmogRating,5YearSpend,TailpipeCO2,Emissions
FCA US LLC,Chrysler,300 AWD,N,6,18,27,21,Automatic,8,All Wheel Drive,1700,Car,4,4,3,1750,415,High
FCA US LLC,Dodge,Challenger,N,8,14,23,17,Manual,6,"2-Wheel Drive, Rear",2450,Car,3,3,1,5500,523,High
FCA US LLC,Dodge,Challenger SRT,N,8,13,22,16,Automatic,8,"2-Wheel Drive, Rear",2600,Car,2,2,1,6250,546,High
FCA US LLC,Dodge,Challenger SRT,N,8,13,21,16,Manual,6,"2-Wheel Drive, Rear",2600,Car,2,2,1,6250,567,High
FCA US LLC,Dodge,Challenger SRT,N,8,14,23,17,Manual,6,"2-Wheel Drive, Rear",2450,Car,3,3,1,5500,523,High
FCA US LLC,Dodge,Charger SRT,N,8,13,22,16,Automatic,8,"2-Wheel Drive, Rear",2600,Car,2,2,1,6250,546,High
FCA US LLC,Dodge,Challenger,N,6,19,30,23,Automatic,8,"2-Wheel Drive, Rear",1550,Car,5,5,3,1000,389,Low
FCA US LLC,Dodge,Challenger,N,8,16,25,19,Automatic,8,"2-Wheel Drive, Rear",2050,Car,3,3,3,3500,466,High
FCA US LLC,Dodge,Challenger,N,8,15,23,18,Manual,6,"2-Wheel Drive, Rear",2350,Car,3,3,1,5000,494,High
FCA US LLC,Dodge,Challenger,N,8,15,25,18,Automatic,8,"2-Wheel Drive, Rear",2350,Car,3,3,1,5000,486,High
FCA US LLC,Dodge,Challenger GT,N,6,18,27,21,Automatic,8,All Wheel Drive,1700,Car,4,4,3,1750,415,High
FCA US LLC,Dodge,Challenger SRT,N,8,15,25,18,Automatic,8,"2-Wheel Drive, Rear",2350,Car,3,3,1,5000,486,High
FCA US LLC,Dodge,Charger,N,6,19,30,23,Automatic,8,"2-Wheel Drive, Rear",1550,Car,5,5,3,1000,389,Low
FCA US LLC,Dodge,Charger,N,6,19,30,23,Automatic,8,"2-Wheel Drive, Rear",1550,Car,5,5,3,1000,389,Low
FCA US LLC,Dodge,Charger,N,8,16,25,19,Automatic,8,"2-Wheel Drive, Rear",2050,Car,3,3,3,3500,466,High
FCA US LLC,Dodge,Charger,N,8,15,25,18,Automatic,8,"2-Wheel Drive, Rear",2350,Car,3,3,1,5000,486,High
FCA US LLC,Dodge,Charger AWD,N,6,18,27,21,Automatic,8,All Wheel Drive,1700,Car,4,4,3,1750,415,High
FCA US LLC,Dodge,Charger AWD,N,6,18,27,21,Automatic,8,All Wheel Drive,1700,Car,4,4,3,1750,415,High
FCA US LLC,Dodge,Charger SRT,N,8,15,25,18,Automatic,8,"2-Wheel Drive, Rear",2350,Car,3,3,1,5000,486,High
Ferrari,"Ferrari North America, Inc.",812 Superfast,N,12,12,16,13,Manual,7,"2-Wheel Drive, Rear",3250,Car,1,1,3,9500,661,High
Ferrari,"Ferrari North America, Inc.",GTC4Lusso,N,12,12,17,13,Manual,7,Part-time 4-Wheel Drive,3250,Car,1,1,3,9500,661,High
Ferrari,"Ferrari North America, Inc.",GTC4Lusso T,N,8,15,21,17,Manual,7,"2-Wheel Drive, Rear",2450,Car,3,3,3,5500,524,High
Ferrari,"Ferrari North America, Inc.",488 gtb,N,8,15,22,18,Manual,7,"2-Wheel Drive, Rear",2350,Car,3,3,3,5000,501,High
Ferrari,"Ferrari North America, Inc.",488 gtb,N,8,16,22,18,Manual,7,"2-Wheel Drive, Rear",2350,Car,3,3,3,5000,495,High
Ferrari,"Ferrari North America, Inc.",488 Spider,N,8,16,22,18,Manual,7,"2-Wheel Drive, Rear",2350,Car,3,3,3,5000,495,High
Ferrari,"Ferrari North America, Inc.",488 Spider,N,8,15,22,18,Manual,7,"2-Wheel Drive, Rear",2350,Car,3,3,3,5000,501,High
Ferrari,"Ferrari North America, Inc.",California T,N,8,16,23,19,Manual,7,"2-Wheel Drive, Rear",2200,Car,3,3,3,4250,478,High
Ferrari,"Ferrari North America, Inc.",California T,N,8,16,23,18,Manual,7,"2-Wheel Drive, Rear",2350,Car,3,3,3,5000,487,High
FCA US LLC,FIAT,124 Spider,N,4,25,36,29,Automatic,6,"2-Wheel Drive, Rear",1450,Car,6,6,3,500,302,Low
FCA US LLC,FIAT,124 Spider,N,4,26,35,30,Manual,6,"2-Wheel Drive, Rear",1400,Car,7,7,3,250,298,Low
FCA US LLC,FIAT,500,N,4,24,32,27,Automatic,6,"2-Wheel Drive, Front",1550,Car,6,6,3,1000,326,Low
FCA US LLC,FIAT,500,N,4,28,33,30,Manual,5,"2-Wheel Drive, Front",1400,Car,7,7,3,250,292,Low
FCA US LLC,FIAT,500 Abarth,N,4,24,32,27,Automatic,6,"2-Wheel Drive, Front",1550,Car,6,6,3,1000,326,Low
FCA US LLC,FIAT,500 Abarth,N,4,28,33,30,Manual,5,"2-Wheel Drive, Front",1400,Car,7,7,3,250,292,Low
Ford Motor Company,Ford,FORD GT,N,6,11,18,14,Manual,7,"2-Wheel Drive, Rear",3000,Car,1,1,3,8250,653,High
Ford Motor Company,Ford,SHELBY GT350 MUSTANG,N,8,14,21,16,Manual,6,"2-Wheel Drive, Rear",2600,Car,2,2,3,6250,549,High
Ford Motor Company,Ford,Fiesta FWD,N,4,27,37,31,Manual,6,"2-Wheel Drive, Front",1150,Car,7,7,3,1000,286,Low
Ford Motor Company,Ford,Fiesta FWD,N,4,27,35,30,Manual,5,"2-Wheel Drive, Front",1200,Car,7,7,3,750,293,Low
Ford Motor Company,Ford,MUSTANG,N,4,21,32,25,Automatic,10,"2-Wheel Drive, Rear",1450,Car,5,5,5,500,353,Low
Ford Motor Company,Ford,MUSTANG,N,4,21,31,25,Manual,6,"2-Wheel Drive, Rear",1450,Car,5,5,5,500,357,Low
Ford Motor Company,Ford,MUSTANG,N,8,16,25,19,Automatic,10,"2-Wheel Drive, Rear",1900,Car,3,3,3,2750,468,High
Ford Motor Company,Ford,MUSTANG,N,8,15,25,18,Manual,6,"2-Wheel Drive, Rear",2000,Car,3,3,3,3250,483,High
Ford Motor Company,Ford,MUSTANG CONVERTIBLE,N,4,20,29,23,Automatic,10,"2-Wheel Drive, Rear",1550,Car,5,5,5,1000,384,Low
Ford Motor Company,Ford,MUSTANG CONVERTIBLE,N,4,20,28,23,Manual,6,"2-Wheel Drive, Rear",1550,Car,5,5,5,1000,383,Low
Ford Motor Company,Ford,MUSTANG CONVERTIBLE,N,8,15,24,18,Automatic,10,"2-Wheel Drive, Rear",2000,Car,3,3,3,3250,490,High
Ford Motor Company,Ford,MUSTANG PERFORMANCE PACKAGE,N,4,20,29,23,Automatic,10,"2-Wheel Drive, Rear",1550,Car,5,5,5,1000,384,Low
Ford Motor Company,Ford,MUSTANG PERFORMANCE PACKAGE,N,4,20,28,23,Manual,6,"2-Wheel Drive, Rear",1550,Car,5,5,5,1000,383,Low
Ford Motor Company,Ford,Fiesta ST FWD,N,4,26,33,29,Manual,6,"2-Wheel Drive, Front",1250,Car,6,6,3,500,308,Low
Ford Motor Company,Ford,FOCUS FWD,N,3,27,38,31,Automatic,6,"2-Wheel Drive, Front",1150,Car,7,7,3,1000,286,Low
Ford Motor Company,Ford,FOCUS FWD,N,3,30,40,34,Manual,6,"2-Wheel Drive, Front",1050,Car,8,8,3,1500,264,Low
Ford Motor Company,Ford,FOCUS FWD,N,4,26,38,31,Manual,6,"2-Wheel Drive, Front",1150,Car,7,7,7,1000,289,Low
Ford Motor Company,Ford,FOCUS FWD,N,4,24,34,28,Manual,6,"2-Wheel Drive, Front",1300,Car,6,6,7,250,321,Low
Ford Motor Company,Ford,FOCUS FWD,N,4,25,34,28,Manual,5,"2-Wheel Drive, Front",1300,Car,6,6,7,250,316,Low
Ford Motor Company,Ford,FOCUS RS AWD,N,4,19,26,22,Manual,6,All Wheel Drive,1900,Car,4,4,3,2750,402,High
Ford Motor Company,Ford,Focus ST FWD,N,4,22,30,25,Manual,6,"2-Wheel Drive, Front",1450,Car,5,5,3,500,356,Low
Ford Motor Company,Ford,FUSION AWD,N,4,20,29,23,Automatic,6,All Wheel Drive,1550,Car,5,5,5,1000,385,Low
Ford Motor Company,Ford,FUSION AWD,N,6,17,26,20,Automatic,6,All Wheel Drive,1800,Car,4,4,5,2250,444,High
Ford Motor Company,Ford,FUSION FWD,N,4,23,34,27,Automatic,6,"2-Wheel Drive, Front",1350,Car,6,6,7,0,327,Low
Ford Motor Company,Ford,FUSION FWD,N,4,21,31,25,Automatic,6,"2-Wheel Drive, Front",1450,Car,5,5,5,500,362,Low
Ford Motor Company,Ford,FUSION FWD,N,4,21,32,25,Automatic,6,"2-Wheel Drive, Front",1450,Car,5,5,5,500,360,Low
Ford Motor Company,Ford,FUSION HYBRID FWD,Y,4,43,41,42,Automatic,1,"2-Wheel Drive, Front",850,Car,9,9,7,2500,211,Low
Ford Motor Company,Ford,C-MAX Hybrid FWD,Y,4,42,38,40,Automatic,1,"2-Wheel Drive, Front",900,Car,9,9,7,2250,222,Low
Ford Motor Company,Ford,TAURUS AWD,N,6,16,24,19,Automatic,6,All Wheel Drive,1900,Car,3,3,3,2750,471,High
Ford Motor Company,Ford,TAURUS AWD,N,6,17,24,19,Automatic,6,All Wheel Drive,1900,Car,3,3,3,2750,467,High
Ford Motor Company,Ford,TAURUS AWD FFV,N,6,17,24,19,Automatic,6,All Wheel Drive,1900,Car,3,3,3,2750,467,High
Ford Motor Company,Ford,TAURUS FWD,N,6,18,27,21,Automatic,6,"2-Wheel Drive, Front",1700,Car,4,4,3,1750,423,High
Ford Motor Company,Ford,TAURUS FWD FFV,N,6,18,27,21,Automatic,6,"2-Wheel Drive, Front",1700,Car,4,4,3,1750,423,High
Hyundai,GENESIS,G80 AWD,N,6,17,24,20,Automatic,8,All Wheel Drive,2100,Car,4,4,3,3750,453,High
Hyundai,GENESIS,G80 AWD,N,6,18,25,20,Automatic,8,All Wheel Drive,1800,Car,4,4,5,2250,445,High
Hyundai,GENESIS,G80 AWD,N,8,15,23,18,Automatic,8,All Wheel Drive,2350,Car,3,3,5,5000,503,High
Hyundai,GENESIS,G80 RWD,N,6,17,25,20,Automatic,8,"2-Wheel Drive, Rear",2100,Car,4,4,3,3750,442,High
Hyundai,GENESIS,G80 RWD,N,6,19,27,22,Automatic,8,"2-Wheel Drive, Rear",1650,Car,4,4,5,1500,414,High
Hyundai,GENESIS,G80 RWD,N,8,16,24,19,Automatic,8,"2-Wheel Drive, Rear",2200,Car,3,3,5,4250,474,High
Hyundai,GENESIS,G90 AWD,N,6,17,24,20,Automatic,8,All Wheel Drive,2100,Car,4,4,3,3750,448,High
Hyundai,GENESIS,G90 AWD,N,8,15,23,18,Automatic,8,All Wheel Drive,2350,Car,3,3,5,5000,493,High
Hyundai,GENESIS,G90 RWD,N,6,17,24,20,Automatic,8,"2-Wheel Drive, Rear",2100,Car,4,4,3,3750,454,High
Hyundai,GENESIS,G90 RWD,N,8,16,24,19,Automatic,8,"2-Wheel Drive, Rear",2200,Car,3,3,5,4250,482,High
Honda,Honda,CIVIC 2Dr,N,4,31,40,35,Automatic,1,"2-Wheel Drive, Front",1050,Car,8,8,3,1500,256,Low
Honda,Honda,CIVIC 2Dr,N,4,30,41,35,Manual,6,"2-Wheel Drive, Front",1050,Car,8,8,3,1500,258,Low
Honda,Honda,CIVIC 2Dr,N,4,28,38,32,Manual,6,"2-Wheel Drive, Front",1300,Car,7,7,3,250,279,Low
Honda,Honda,CIVIC 2Dr,N,4,30,39,34,Automatic,1,"2-Wheel Drive, Front",1050,Car,8,8,3,1500,262,Low
Honda,Honda,CIVIC 2Dr,N,4,28,39,32,Manual,6,"2-Wheel Drive, Front",1100,Car,7,7,3,1250,278,Low
Honda,Honda,ACCORD 2.0T SPORT/TOURING,N,4,22,32,26,Automatic,10,"2-Wheel Drive, Front",1400,Car,5,5,7,250,345,Low
Honda,Honda,CIVIC 4Dr,N,4,32,42,36,Automatic,1,"2-Wheel Drive, Front",1000,Car,8,8,3,1750,247,Low
Honda,Honda,CIVIC 4Dr,N,4,31,42,35,Manual,6,"2-Wheel Drive, Front",1050,Car,8,8,3,1500,251,Low
Honda,Honda,CIVIC 4Dr,N,4,28,38,32,Manual,6,"2-Wheel Drive, Front",1300,Car,7,7,3,250,279,Low
Honda,Honda,CIVIC 4Dr,N,4,31,40,34,Automatic,1,"2-Wheel Drive, Front",1050,Car,8,8,3,1500,257,Low
Honda,Honda,CIVIC 4Dr,N,4,28,40,32,Manual,6,"2-Wheel Drive, Front",1100,Car,7,7,3,1250,273,Low
Honda,Honda,ACCORD,N,4,30,38,33,Automatic,1,"2-Wheel Drive, Front",1100,Car,8,8,7,1250,266,Low
Honda,Honda,ACCORD,N,4,29,35,31,Automatic,7,"2-Wheel Drive, Front",1150,Car,7,7,7,1000,282,Low
Honda,Honda,ACCORD,N,4,26,35,30,Manual,6,"2-Wheel Drive, Front",1200,Car,7,7,6,750,298,Low
Honda,Honda,ACCORD,N,4,47,47,47,Automatic,1,"2-Wheel Drive, Front",750,Car,10,10,7,3000,187,Low
Honda,Honda,ACCORD,N,4,23,34,27,Automatic,10,"2-Wheel Drive, Front",1350,Car,6,6,7,0,330,Low
Honda,Honda,ACCORD,N,4,22,32,26,Manual,6,"2-Wheel Drive, Front",1400,Car,5,5,6,250,344,Low
Honda,Honda,CIVIC 5Dr,N,4,31,40,34,Automatic,1,"2-Wheel Drive, Front",1050,Car,8,8,3,1500,259,Low
Honda,Honda,CIVIC 5Dr,N,4,30,36,32,Automatic,7,"2-Wheel Drive, Front",1300,Car,7,7,3,250,274,Low
Honda,Honda,CIVIC 5Dr,N,4,29,38,33,Manual,6,"2-Wheel Drive, Front",1100,Car,8,8,3,1250,269,Low
Honda,Honda,CIVIC 5Dr,N,4,29,38,33,Manual,6,"2-Wheel Drive, Front",1250,Car,8,8,3,500,269,Low
Honda,Honda,CIVIC 5Dr,N,4,22,28,25,Manual,6,"2-Wheel Drive, Front",1700,Car,5,5,3,1750,360,Low
Hyundai,HYUNDAI MOTOR COMPANY,Accent,N,4,28,38,32,Automatic,6,"2-Wheel Drive, Front",1100,Car,7,7,3,1250,277,Low
Hyundai,HYUNDAI MOTOR COMPANY,Accent,N,4,28,37,31,Manual,6,"2-Wheel Drive, Front",1150,Car,7,7,3,1000,284,Low
Hyundai,HYUNDAI MOTOR COMPANY,Elantra,N,4,32,40,35,Manual,7,"2-Wheel Drive, Front",1050,Car,8,8,3,1500,256,Low
Hyundai,HYUNDAI MOTOR COMPANY,Elantra,N,4,26,33,29,Manual,7,"2-Wheel Drive, Front",1250,Car,6,6,3,500,305,Low
Hyundai,HYUNDAI MOTOR COMPANY,Elantra,N,4,22,30,25,Manual,6,"2-Wheel Drive, Front",1450,Car,5,5,3,500,356,Low
Hyundai,HYUNDAI MOTOR COMPANY,Elantra,N,4,28,37,32,Automatic,6,"2-Wheel Drive, Front",1100,Car,7,7,5,1250,281,Low
Hyundai,HYUNDAI MOTOR COMPANY,Elantra,N,4,26,36,29,Manual,6,"2-Wheel Drive, Front",1250,Car,6,6,5,500,301,Low
Hyundai,HYUNDAI MOTOR COMPANY,Elantra SE,N,4,29,38,33,Automatic,6,"2-Wheel Drive, Front",1100,Car,8,8,5,1250,272,Low
Hyundai,HYUNDAI MOTOR COMPANY,Sonata HYBRID,Y,4,39,44,41,Manual,6,"2-Wheel Drive, Front",900,Car,9,9,7,2250,217,Low
Hyundai,HYUNDAI MOTOR COMPANY,Sonata HYBRID SE,Y,4,40,46,42,Manual,6,"2-Wheel Drive, Front",850,Car,9,9,7,2500,212,Low
Hyundai,HYUNDAI MOTOR COMPANY,Elantra GT,N,4,26,32,28,Manual,7,"2-Wheel Drive, Front",1300,Car,6,6,3,250,317,Low
Hyundai,HYUNDAI MOTOR COMPANY,Elantra GT,N,4,22,29,25,Manual,6,"2-Wheel Drive, Front",1450,Car,5,5,3,500,363,Low
Hyundai,HYUNDAI MOTOR COMPANY,Elantra GT,N,4,24,32,27,Automatic,6,"2-Wheel Drive, Front",1350,Car,6,6,3,0,327,Low
Hyundai,HYUNDAI MOTOR COMPANY,Elantra GT,N,4,23,31,26,Manual,6,"2-Wheel Drive, Front",1400,Car,5,5,3,250,338,Low
Hyundai,HYUNDAI MOTOR COMPANY,Ioniq,Y,4,55,54,55,Manual,6,"2-Wheel Drive, Front",650,Car,10,10,7,3500,163,Low
Hyundai,HYUNDAI MOTOR COMPANY,Ioniq Blue,Y,4,57,59,58,Manual,6,"2-Wheel Drive, Front",600,Car,10,10,7,3750,154,Low
Hyundai,HYUNDAI MOTOR COMPANY,Sonata,N,4,28,37,31,Manual,7,"2-Wheel Drive, Front",1150,Car,7,7,5,1000,284,Low
Hyundai,HYUNDAI MOTOR COMPANY,Sonata,N,4,23,32,26,Automatic,8,"2-Wheel Drive, Front",1400,Car,5,5,5,250,342,Low
Hyundai,HYUNDAI MOTOR COMPANY,Sonata,N,4,25,35,28,Automatic,6,"2-Wheel Drive, Front",1300,Car,6,6,5,250,316,Low
Hyundai,HYUNDAI MOTOR COMPANY,Sonata SE,N,4,25,36,29,Automatic,6,"2-Wheel Drive, Front",1250,Car,6,6,5,500,308,Low
Nissan,INFINITI,Q60,N,4,22,30,25,Automatic,7,"2-Wheel Drive, Rear",1700,Car,5,5,3,1750,353,Low
Nissan,INFINITI,Q60,N,6,19,28,22,Automatic,7,"2-Wheel Drive, Rear",1900,Car,4,4,3,2750,405,High
Nissan,INFINITI,Q60 AWD,N,4,21,28,24,Automatic,7,All Wheel Drive,1750,Car,5,5,3,2000,374,Low
Nissan,INFINITI,Q60 AWD,N,6,19,27,22,Automatic,7,All Wheel Drive,1900,Car,4,4,3,2750,408,High
Nissan,INFINITI,Q60 AWD RED SPORT,N,6,19,26,21,Automatic,7,All Wheel Drive,2000,Car,4,4,3,3250,424,High
Nissan,INFINITI,Q60 RED SPORT,N,6,20,27,22,Automatic,7,"2-Wheel Drive, Rear",1900,Car,4,4,3,2750,405,High
Nissan,INFINITI,Q50 HYBRID,Y,6,27,32,29,Automatic,7,"2-Wheel Drive, Rear",1450,Car,6,6,3,500,308,Low
Nissan,INFINITI,Q50 HYBRID AWD,Y,6,26,30,28,Automatic,7,All Wheel Drive,1500,Car,6,6,3,750,321,Low
Nissan,INFINITI,QX30,N,4,24,33,27,Manual,7,"2-Wheel Drive, Front",1550,Car,6,6,3,1000,324,Low
Nissan,INFINITI,QX30 AWD,N,4,21,30,25,Manual,7,All Wheel Drive,1700,Car,5,5,3,1750,362,Low
Nissan,INFINITI,Q50,N,4,23,30,25,Automatic,7,"2-Wheel Drive, Rear",1700,Car,5,5,3,1750,349,Low
Nissan,INFINITI,Q50,N,6,20,29,23,Automatic,7,"2-Wheel Drive, Rear",1850,Car,5,5,3,2500,387,Low
Nissan,INFINITI,Q50 AWD,N,4,22,28,24,Automatic,7,All Wheel Drive,1750,Car,5,5,3,2000,368,Low
Nissan,INFINITI,Q50 AWD,N,6,19,27,22,Automatic,7,All Wheel Drive,1900,Car,4,4,3,2750,408,High
Nissan,INFINITI,Q50 AWD RED SPORT,N,6,19,26,22,Automatic,7,All Wheel Drive,1900,Car,4,4,3,2750,405,High
Nissan,INFINITI,Q50 RED SPORT,N,6,20,26,22,Automatic,7,"2-Wheel Drive, Rear",1900,Car,4,4,3,2750,404,High
Nissan,INFINITI,Q70,N,6,18,25,21,Automatic,7,"2-Wheel Drive, Rear",2000,Car,4,4,3,3250,433,High
Nissan,INFINITI,Q70,N,8,16,24,19,Automatic,7,"2-Wheel Drive, Rear",2200,Car,3,3,3,4250,464,High
Nissan,INFINITI,Q70 AWD,N,6,18,24,20,Automatic,7,All Wheel Drive,2100,Car,4,4,3,3750,442,High
Nissan,INFINITI,Q70 AWD,N,8,16,23,18,Automatic,7,All Wheel Drive,2350,Car,3,3,3,5000,490,High
Nissan,INFINITI,Q70 HYBRID,Y,6,28,33,30,Automatic,7,"2-Wheel Drive, Rear",1400,Car,7,7,3,250,296,Low
Jaguar Land Rover L,Jaguar,F-TYPE Convertible,N,4,23,30,26,Automatic,8,"2-Wheel Drive, Rear",1600,Car,5,5,7,1250,346,Low
Jaguar Land Rover L,Jaguar,F-TYPE Convertible,N,6,20,28,23,Automatic,8,"2-Wheel Drive, Rear",1850,Car,5,5,7,2500,390,Low
Jaguar Land Rover L,Jaguar,F-TYPE Convertible Manual,N,6,16,24,19,Manual,6,"2-Wheel Drive, Rear",2200,Car,3,3,7,4250,476,High
Jaguar Land Rover L,Jaguar,F-TYPE Coupe,N,4,23,30,26,Automatic,8,"2-Wheel Drive, Rear",1600,Car,5,5,7,1250,346,Low
Jaguar Land Rover L,Jaguar,F-TYPE Coupe,N,6,20,28,23,Automatic,8,"2-Wheel Drive, Rear",1850,Car,5,5,7,2500,390,Low
Jaguar Land Rover L,Jaguar,F-TYPE Coupe Manual,N,6,16,24,19,Manual,6,"2-Wheel Drive, Rear",2200,Car,3,3,7,4250,476,High
Jaguar Land Rover L,Jaguar,F-TYPE R AWD Convertible,N,8,15,23,18,Automatic,8,All Wheel Drive,2350,Car,3,3,3,5000,500,High
Jaguar Land Rover L,Jaguar,F-TYPE R AWD Coupe,N,8,15,23,18,Automatic,8,All Wheel Drive,2350,Car,3,3,3,5000,500,High
Jaguar Land Rover L,Jaguar,F-TYPE S AWD Convertible,N,6,18,26,21,Automatic,8,All Wheel Drive,2000,Car,4,4,7,3250,426,High
Jaguar Land Rover L,Jaguar,F-TYPE S AWD Coupe,N,6,18,26,21,Automatic,8,All Wheel Drive,2000,Car,4,4,7,3250,426,High
Jaguar Land Rover L,Jaguar,F-TYPE S Convertible,N,6,19,27,22,Automatic,8,"2-Wheel Drive, Rear",1900,Car,4,4,7,2750,407,High
Jaguar Land Rover L,Jaguar,F-TYPE S Convertible Manual,N,6,15,24,18,Manual,6,"2-Wheel Drive, Rear",2350,Car,3,3,7,5000,485,High
Jaguar Land Rover L,Jaguar,F-TYPE S Coupe,N,6,19,27,22,Automatic,8,"2-Wheel Drive, Rear",1900,Car,4,4,7,2750,407,High
Jaguar Land Rover L,Jaguar,F-TYPE S Coupe Manual,N,6,15,24,18,Manual,6,"2-Wheel Drive, Rear",2350,Car,3,3,7,5000,485,High
Jaguar Land Rover L,Jaguar,XE,N,4,32,42,36,Automatic,8,"2-Wheel Drive, Rear",1100,Car,8,7,1,1250,284,Low
Jaguar Land Rover L,Jaguar,XE,N,4,25,34,28,Automatic,8,"2-Wheel Drive, Rear",1500,Car,6,6,7,750,312,Low
Jaguar Land Rover L,Jaguar,XE,N,6,21,30,24,Automatic,8,"2-Wheel Drive, Rear",1750,Car,5,5,7,2000,369,Low
Jaguar Land Rover L,Jaguar,XE (296 Hp),N,4,24,32,27,Automatic,8,"2-Wheel Drive, Rear",1550,Car,6,6,7,1000,333,Low
Jaguar Land Rover L,Jaguar,XE AWD,N,4,30,40,34,Automatic,8,All Wheel Drive,1150,Car,8,7,1,1000,299,Low
Jaguar Land Rover L,Jaguar,XE AWD,N,4,24,34,28,Automatic,8,All Wheel Drive,1500,Car,6,6,7,750,321,Low
Jaguar Land Rover L,Jaguar,XE AWD,N,6,20,29,23,Automatic,8,All Wheel Drive,1850,Car,5,5,7,2500,383,Low
Jaguar Land Rover L,Jaguar,XE AWD (296 Hp),N,4,22,30,25,Automatic,8,All Wheel Drive,1700,Car,5,5,7,1750,354,Low
Jaguar Land Rover L,Jaguar,XF,N,4,31,42,35,Automatic,8,"2-Wheel Drive, Rear",1150,Car,8,7,1,1000,289,Low
Jaguar Land Rover L,Jaguar,XF,N,4,25,34,28,Automatic,8,"2-Wheel Drive, Rear",1500,Car,6,6,7,750,312,Low
Jaguar Land Rover L,Jaguar,XF,N,6,20,29,23,Automatic,8,"2-Wheel Drive, Rear",1850,Car,5,5,7,2500,377,Low
Jaguar Land Rover L,Jaguar,XF (296 Hp),N,4,23,31,26,Automatic,8,"2-Wheel Drive, Rear",1600,Car,5,5,7,1250,335,Low
Jaguar Land Rover L,Jaguar,XF AWD,N,4,30,40,34,Automatic,8,All Wheel Drive,1150,Car,8,7,1,1000,299,Low
Jaguar Land Rover L,Jaguar,XF AWD,N,4,23,33,27,Automatic,8,All Wheel Drive,1550,Car,6,6,7,1000,333,Low
Jaguar Land Rover L,Jaguar,XF AWD,N,6,20,28,23,Automatic,8,All Wheel Drive,1850,Car,5,5,7,2500,390,Low
Jaguar Land Rover L,Jaguar,XF AWD (296 Hp),N,4,22,31,25,Automatic,8,All Wheel Drive,1700,Car,5,5,7,1750,349,Low
Jaguar Land Rover L,Jaguar,XJ,N,6,18,27,21,Automatic,8,"2-Wheel Drive, Rear",2000,Car,4,4,7,3250,416,High
Jaguar Land Rover L,Jaguar,XJ,N,8,15,23,18,Automatic,8,"2-Wheel Drive, Rear",2350,Car,3,3,3,5000,503,High
Jaguar Land Rover L,Jaguar,XJ AWD,N,6,17,26,20,Automatic,8,All Wheel Drive,2100,Car,4,4,7,3750,444,High
Jaguar Land Rover L,Jaguar,XJL,N,6,18,27,21,Automatic,8,"2-Wheel Drive, Rear",2000,Car,4,4,7,3250,418,High
Jaguar Land Rover L,Jaguar,XJL,N,8,15,23,18,Automatic,8,"2-Wheel Drive, Rear",2350,Car,3,3,3,5000,503,High
Jaguar Land Rover L,Jaguar,XJL AWD,N,6,17,25,20,Automatic,8,All Wheel Drive,2100,Car,4,4,7,3750,450,High
Kia,KIA MOTORS CORPORATION,Rio,N,4,28,37,32,Automatic,6,"2-Wheel Drive, Front",1100,Car,7,7,3,1250,280,Low
Kia,KIA MOTORS CORPORATION,Rio,N,4,29,37,32,Manual,6,"2-Wheel Drive, Front",1100,Car,7,7,3,1250,277,Low
Kia,KIA MOTORS CORPORATION,Forte,N,4,29,37,32,Automatic,6,"2-Wheel Drive, Front",1100,Car,7,7,5,1250,279,Low
Kia,KIA MOTORS CORPORATION,Forte,N,4,25,33,28,Automatic,6,"2-Wheel Drive, Front",1300,Car,6,6,3,250,318,Low
Kia,KIA MOTORS CORPORATION,Forte,N,4,25,34,28,Manual,6,"2-Wheel Drive, Front",1300,Car,6,6,5,250,314,Low
Kia,KIA MOTORS CORPORATION,Optima Hybrid,Y,4,39,46,42,Manual,6,"2-Wheel Drive, Front",850,Car,9,9,3,2500,212,Low
Kia,KIA MOTORS CORPORATION,Stinger AWD,N,4,21,29,24,Automatic,8,All Wheel Drive,1750,Car,5,5,3,2000,368,Low
Kia,KIA MOTORS CORPORATION,Stinger AWD,N,6,19,25,21,Automatic,8,All Wheel Drive,2000,Car,4,4,3,3250,420,High
Kia,KIA MOTORS CORPORATION,Stinger RWD,N,4,22,29,25,Automatic,8,"2-Wheel Drive, Rear",1700,Car,5,5,3,1750,365,Low
Kia,KIA MOTORS CORPORATION,Stinger RWD,N,6,19,25,21,Automatic,8,"2-Wheel Drive, Rear",2000,Car,4,4,3,3250,420,High
Kia,KIA MOTORS CORPORATION,Cadenza,N,6,20,28,23,Automatic,8,"2-Wheel Drive, Front",1550,Car,5,5,3,1000,383,Low
Kia,KIA MOTORS CORPORATION,Forte5,N,4,25,30,27,Manual,7,"2-Wheel Drive, Front",1350,Car,6,6,3,0,332,Low
Kia,KIA MOTORS CORPORATION,Forte5,N,4,23,29,25,Manual,6,"2-Wheel Drive, Front",1450,Car,5,5,3,500,353,Low
Kia,KIA MOTORS CORPORATION,Forte5,N,4,25,34,28,Automatic,6,"2-Wheel Drive, Front",1300,Car,6,6,3,250,317,Low
Kia,KIA MOTORS CORPORATION,K900,N,6,17,25,20,Automatic,8,"2-Wheel Drive, Rear",1800,Car,4,4,3,2250,448,High
